أُسْبُوعٌ	[{"es": "سَأُسَافِرُ الأُسْبُوعَ القَادِمَ.", "zh": "我下周去旅行。", "word": "أُسْبُوعٌ"}, {"es": "تَكَلَّمْنَا سَاعَاتٍ طَوِيلَةً أَمْسِ عَنْ أُسْبُوع وَمَا حَوْلَهُ.", "zh": "昨天我们围绕周聊了好几个小时。", "word": "أُسْبُوعٌ"}, {"es": "بَدَا لِي أَنَّ أَفْكَارَهُمُ فِي أُسْبُوع مُتَقَدِّمَةٌ فِعْلًا.", "zh": "我觉得他们在周方面的想法确实很先进。", "word": "أُسْبُوعٌ"}]
شَهْرٌ	[{"es": "عِشْتُ فِي القَاهِرَةِ لِمُدَّةِ شَهْرٍ.", "zh": "我在开罗住了一个月。", "word": "شَهْرٌ"}, {"es": "عَلَّمَتْنِي الجَدَّةُ أُمُورًا كَثِيرَةً عَنْ شَهْر.", "zh": "奶奶教了我许多关于月的事情。", "word": "شَهْرٌ"}, {"es": "اِشْتَرَيْتُ كِتَابًا يَشْرَحُ شَهْر بِطَرِيقَةٍ سَهْلَةٍ.", "zh": "我买了一本用简单方式讲解月的书。", "word": "شَهْرٌ"}]
سَنَةٌ	[{"es": "تَعَلَّمْتُ العَرَبِيَّةَ خِلَالَ سَنَةٍ وَاحِدَةٍ.", "zh": "我在一年内学会了阿拉伯语。", "word": "سَنَةٌ"}, {"es": "انْعَقَدَ يَوْمَ الأَحَدِ جَلْسَةٌ لِمُنَاقَشَةِ سَنَة.", "zh": "星期天召开了一次会议讨论年。", "word": "سَنَةٌ"}, {"es": "تَكَلَّمْنَا سَاعَاتٍ طَوِيلَةً أَمْسِ عَنْ سَنَة وَمَا حَوْلَهُ.", "zh": "昨天我们围绕年聊了好几个小时。", "word": "سَنَةٌ"}]
صَبَاحٌ	[{"es": "صَبَاحُ الخَيْرِ يَا صَدِيقِي العَزِيزَ.", "zh": "早上好，我亲爱的朋友。", "word": "صَبَاحٌ"}, {"es": "اشْتَرَكْتُ فِي نَشْرَةٍ شَهْرِيَّةٍ عَنْ صَبَاح بِشَكْلٍ خَاصٍّ.", "zh": "我专门订了一份关于早晨的月刊。", "word": "صَبَاحٌ"}, {"es": "عَلَّمَتْنِي الجَدَّةُ أُمُورًا كَثِيرَةً عَنْ صَبَاح.", "zh": "奶奶教了我许多关于早晨的事情。", "word": "صَبَاحٌ"}]
مَسَاءٌ	[{"es": "نَلْتَقِي فِي المَسَاءِ بَعْدَ العَمَلِ.", "zh": "我们下班后晚上见。", "word": "مَسَاءٌ"}, {"es": "فِي نِهَايَةِ الحَصَّةِ سَأَلَ المُدَرِّسُ عَنْ مَسَاء.", "zh": "课程结束时老师问到了傍晚。", "word": "مَسَاءٌ"}, {"es": "انْعَقَدَ يَوْمَ الأَحَدِ جَلْسَةٌ لِمُنَاقَشَةِ مَسَاء.", "zh": "星期天召开了一次会议讨论傍晚。", "word": "مَسَاءٌ"}]
وَقْتٌ	[{"es": "لَيْسَ لَدَيْنَا وَقْتٌ كَافٍ لِلانْتِظَارِ.", "zh": "我们没有足够的时间等待。", "word": "وَقْتٌ"}, {"es": "يَشْغَلُ وَقْت مَكَانًا كَبِيرًا مِنْ بُحُوثِهِمْ هَذِهِ السَّنَوَاتِ.", "zh": "时间近年来在他们的研究中占很大比重。", "word": "وَقْتٌ"}, {"es": "اشْتَرَكْتُ فِي نَشْرَةٍ شَهْرِيَّةٍ عَنْ وَقْت بِشَكْلٍ خَاصٍّ.", "zh": "我专门订了一份关于时间的月刊。", "word": "وَقْتٌ"}]
سَاعَةٌ	[{"es": "انْتَظَرْتُ الحَافِلَةَ نِصْفَ سَاعَةٍ.", "zh": "我等了半个小时公交车。", "word": "سَاعَةٌ"}, {"es": "وَرَدَ ذِكْرُ سَاعَة مُرَارًا فِي مُقَدِّمَةِ الكِتَابِ.", "zh": "书的前言里多次提到小时。", "word": "سَاعَةٌ"}, {"es": "فِي نِهَايَةِ الحَصَّةِ سَأَلَ المُدَرِّسُ عَنْ سَاعَة.", "zh": "课程结束时老师问到了小时。", "word": "سَاعَةٌ"}]
أَبٌ	[{"es": "أَبِي يَعْمَلُ فِي مَجَالِ الهَنْدَسَةِ.", "zh": "我父亲从事工程领域工作。", "word": "أَبٌ"}, {"es": "حَاوَلْنَا جَمْعَ أَكْثَرِ المَعْلُومَاتِ المُتَاحَةِ عَنْ أَب.", "zh": "我们尽量收集了现有关于父亲的大部分资料。", "word": "أَبٌ"}, {"es": "يَشْغَلُ أَب مَكَانًا كَبِيرًا مِنْ بُحُوثِهِمْ هَذِهِ السَّنَوَاتِ.", "zh": "父亲近年来在他们的研究中占很大比重。", "word": "أَبٌ"}]
أُمٌّ	[{"es": "أُمِّي تُحِبُّ قِرَاءَةَ الرِّوَايَاتِ.", "zh": "我母亲喜欢阅读小说。", "word": "أُمٌّ"}, {"es": "بَحَثْتُ عَنْ أُمّ عَلَى الإِنْتِرْنِتِ لَيْلَةً كَامِلَةً.", "zh": "我在互联网上查了一整晚母亲。", "word": "أُمٌّ"}, {"es": "وَرَدَ ذِكْرُ أُمّ مُرَارًا فِي مُقَدِّمَةِ الكِتَابِ.", "zh": "书的前言里多次提到母亲。", "word": "أُمٌّ"}]
أَخٌ	[{"es": "أَخِي الكَبِيرُ يَدْرُسُ الطِّبَّ.", "zh": "我哥哥在学医。", "word": "أَخٌ"}, {"es": "سَأَلْتُ المَكْتَبَةَ عَنْ كُلِّ جَدِيدِهَا فِي أَخ.", "zh": "我向图书馆打听兄弟方面的新书。", "word": "أَخٌ"}, {"es": "حَاوَلْنَا جَمْعَ أَكْثَرِ المَعْلُومَاتِ المُتَاحَةِ عَنْ أَخ.", "zh": "我们尽量收集了现有关于兄弟的大部分资料。", "word": "أَخٌ"}]
أُخْتٌ	[{"es": "أُخْتِي الصَّغِيرَةُ مَوْهُوبَةٌ فِي الرَّسْمِ.", "zh": "我妹妹在画画上很有天赋。", "word": "أُخْتٌ"}, {"es": "سَأَلَنِي الطِّفْلُ سُؤَالًا مُفَاجِئًا عَنْ أُخْت.", "zh": "孩子问了我一个关于姐妹的出人意料的问题。", "word": "أُخْتٌ"}, {"es": "بَحَثْتُ عَنْ أُخْت عَلَى الإِنْتِرْنِتِ لَيْلَةً كَامِلَةً.", "zh": "我在互联网上查了一整晚姐妹。", "word": "أُخْتٌ"}]
وَلَدٌ	[{"es": "يَلْعَبُ الوَلَدُ فِي الحَدِيقَةِ مَعَ أَصْدِقَائِهِ.", "zh": "男孩和他的朋友们在公园玩耍。", "word": "وَلَدٌ"}, {"es": "قَابَلْنَا خُبَرَاءَ يَضْعُونَ خِبْرَةَ عِشْرِينَ عَامًا فِي وَلَد.", "zh": "我们见到了在男孩方面有二十年经验的专家。", "word": "وَلَدٌ"}, {"es": "سَأَلْتُ المَكْتَبَةَ عَنْ كُلِّ جَدِيدِهَا فِي وَلَد.", "zh": "我向图书馆打听男孩方面的新书。", "word": "وَلَدٌ"}]
بِنْتٌ	[{"es": "البِنْتُ تُسَاعِدُ أُمَّهَا فِي المَطْبَخِ.", "zh": "女孩在厨房帮妈妈忙。", "word": "بِنْتٌ"}, {"es": "تَتَحَدَّثُ الأَخْبَارُ اليَوْمَ عَنْ بِنْت بِالتَّفْصِيلِ.", "zh": "今天的新闻详细谈到了女孩。", "word": "بِنْتٌ"}, {"es": "سَأَلَنِي الطِّفْلُ سُؤَالًا مُفَاجِئًا عَنْ بِنْت.", "zh": "孩子问了我一个关于女孩的出人意料的问题。", "word": "بِنْتٌ"}]
رَجُلٌ	[{"es": "رَأَيْتُ رَجُلاً يُسَاعِدُ سَيِّدَةً مُسِنَّةً.", "zh": "我看到一个男人在帮助一位年长女士。", "word": "رَجُلٌ"}, {"es": "لَاحَظْتُ تَطَوُّرًا كَبِيرًا فِي رَجُل بَعْدَ سَنَةٍ مِنَ التَّدْرِيبِ.", "zh": "经过一年训练，我注意到男人有了很大进步。", "word": "رَجُلٌ"}, {"es": "قَابَلْنَا خُبَرَاءَ يَضْعُونَ خِبْرَةَ عِشْرِينَ عَامًا فِي رَجُل.", "zh": "我们见到了在男人方面有二十年经验的专家。", "word": "رَجُلٌ"}]
امْرَأَةٌ	[{"es": "هِيَ امْرَأَةٌ نَاجِحَةٌ فِي أَعْمَالِهَا.", "zh": "她是一位事业成功的女性。", "word": "امْرَأَةٌ"}, {"es": "أَمْسَكْتُ دَفْتَرًا خَاصًّا لِتَدْوِينِ مُلَاحَظَاتِي عَنْ امْرَأَة.", "zh": "我专门准备了一个本子记录关于女人的笔记。", "word": "امْرَأَةٌ"}, {"es": "تَتَحَدَّثُ الأَخْبَارُ اليَوْمَ عَنْ امْرَأَة بِالتَّفْصِيلِ.", "zh": "今天的新闻详细谈到了女人。", "word": "امْرَأَةٌ"}]
صَدِيقٌ	[{"es": "الصَّدِيقُ وَقْتَ الضِّيقِ.", "zh": "患难见真情（患难时的朋友）。", "word": "صَدِيقٌ"}, {"es": "خَبَّرَنِي جَارِي بِأَنَّ المَعْرَضَ سَيَتَنَاوَلُ صَدِيق أَيْضًا.", "zh": "邻居告诉我展览也会涉及朋友。", "word": "صَدِيقٌ"}, {"es": "لَاحَظْتُ تَطَوُّرًا كَبِيرًا فِي صَدِيق بَعْدَ سَنَةٍ مِنَ التَّدْرِيبِ.", "zh": "经过一年训练，我注意到朋友有了很大进步。", "word": "صَدِيقٌ"}]
